name,month,temperature_2m
Amsterdam-Zuidoost,9,14.862222222222222
Amsterdam-Zuidoost,10,13.359408602150538
Amsterdam-Zuidoost,11,8.545416666666666
Amsterdam-Zuidoost,12,3.79247311827957
Apeldoorn,1,4.699059139784946
Apeldoorn,2,6.124404761904763
Apeldoorn,3,6.413172043010753
Apeldoorn,4,8.805416666666666
Apeldoorn,5,14.173387096774194
Apeldoorn,6,16.982916666666668
Apeldoorn,7,18.77016129032258
Apeldoorn,8,20.585618279569893
Apeldoorn,9,14.800555555555555
Apeldoorn,10,13.275672043010752
Apeldoorn,11,8.39236111111111
Apeldoorn,12,3.722177419354839
Arnhem,1,4.554166666666667
Arnhem,2,6.144940476190476
Arnhem,3,6.783870967741935
Arnhem,4,9.039861111111112
Arnhem,5,14.44744623655914
Arnhem,6,17.168055555555554
Arnhem,7,18.764516129032256
Arnhem,8,20.6377688172043
Arnhem,9,14.930138888888889
Arnhem,10,13.415591397849463
Arnhem,11,8.60875
Arnhem,12,3.793010752688172
Assen,1,4.960752688172043
Assen,2,5.818154761904762
Assen,3,6.116532258064516
Assen,4,8.458888888888888
Assen,5,13.49233870967742
Assen,6,16.16263888888889
Assen,7,17.97258064516129
Assen,8,20.038440860215054
Assen,9,14.395833333333334
Assen,10,13.0122311827957
Assen,11,7.944444444444445
Assen,12,3.407795698924731
Assendelft,1,6.087096774193548
Assendelft,2,6.710416666666666
Assendelft,3,7.058198924731183
Assendelft,4,9.051666666666666
Assendelft,5,12.98991935483871
Assendelft,6,15.959722222222222
Assendelft,7,17.964247311827958
Assendelft,8,19.640456989247312
Assendelft,9,15.313333333333334
Assendelft,10,13.856317204301076
Assendelft,11,9.16375
Assendelft,12,4.338306451612903
Baar,1,1.0440860215053762
Baar,2,3.8733630952380955
Baar,3,5.914784946236559
Baar,4,8.757222222222222
Baar,5,15.646774193548389
Baar,6,19.478055555555557
Baar,7,21.150000000000002
Baar,8,20.434005376344086
Baar,9,14.647083333333333
Baar,10,13.77002688172043
Baar,11,7.176805555555556
Baar,12,1.9428763440860215
Baarn,1,4.93991935483871
Baarn,2,6.362202380952381
Baarn,3,6.733602150537634
Baarn,4,9.027222222222223
Baarn,5,13.81747311827957
Baarn,6,16.58902777777778
Baarn,7,18.256048387096776
Baarn,8,20.07782258064516
Baarn,9,14.783333333333333
Baarn,10,13.293413978494623
Baarn,11,8.456944444444444
Baarn,12,3.662768817204301
Baden,1,0.9634408602150537
Baden,2,3.8861607142857144
Baden,3,5.820295698924731
Baden,4,9.1275
Baden,5,16.052688172043013
Baden,6,19.800694444444446
Baden,7,21.39354838709677
Baden,8,20.891935483870967
Baden,9,14.27763888888889
Baden,10,13.288978494623656
Baden,11,6.678194444444444
Baden,12,2.1784946236559137
Barendrecht,1,5.077150537634409
Barendrecht,2,6.583482142857143
Barendrecht,3,7.383602150537634
Barendrecht,4,9.444027777777778
Barendrecht,5,14.106048387096774
Barendrecht,6,16.867083333333333
Barendrecht,7,18.648387096774194
Barendrecht,8,20.17244623655914
Barendrecht,9,15.120833333333334
Barendrecht,10,13.654704301075268
Barendrecht,11,8.793055555555556
Barendrecht,12,3.8473118279569896
Barneveld,1,4.691129032258064
Barneveld,2,6.215476190476191
Barneveld,3,6.850672043010753
Barneveld,4,8.990833333333333
Barneveld,5,14.142876344086021
Barneveld,6,16.92666666666667
Barneveld,7,18.56451612903226
Barneveld,8,20.56088709677419
Barneveld,9,14.84625
Barneveld,10,13.305376344086023
Barneveld,11,8.516388888888889
Barneveld,12,3.723790322580645
Basel,1,2.03991935483871
Basel,2,5.148660714285715
Basel,3,7.028360215053764
Basel,4,9.78138888888889
Basel,5,16.641801075268816
Basel,6,20.491944444444446
Basel,7,22.087365591397848
Basel,8,21.870430107526882
Basel,9,15.271944444444443
Basel,10,14.697715053763442
Basel,11,8.080277777777779
Basel,12,3.472043010752688
Bellinzona,1,6.065322580645161
Bellinzona,2,7.188988095238095
Bellinzona,3,8.757930107526882
Bellinzona,4,12.451527777777779
Bellinzona,5,18.860483870967744
Bellinzona,6,22.881111111111114
Bellinzona,7,26.103494623655912
Bellinzona,8,24.558736559139785
Bellinzona,9,17.86777777777778
Bellinzona,10,16.568145161290325
Bellinzona,11,9.713333333333335
Bellinzona,12,5.142741935483871
Benthuizen,1,5.512768817204301
Benthuizen,2,6.685863095238095
Benthuizen,3,7.173387096774194
Benthuizen,4,9.256944444444445
Benthuizen,5,13.475672043010752
Benthuizen,6,16.440555555555555
Benthuizen,7,18.30551075268817
Benthuizen,8,19.771102150537637
Benthuizen,9,15.024583333333334
Benthuizen,10,13.565322580645162
Benthuizen,11,8.659583333333332
Benthuizen,12,3.814247311827957
Bergeijk,1,4.0727150537634405
Bergeijk,2,6.137499999999999
Bergeijk,3,7.261559139784946
Bergeijk,4,9.641111111111112
Bergeijk,5,15.230913978494623
Bergeijk,6,17.72833333333333
Bergeijk,7,19.16478494623656
Bergeijk,8,20.932795698924732
Bergeijk,9,14.942361111111111
Bergeijk,10,13.810349462365592
Bergeijk,11,8.907083333333334
Bergeijk,12,3.8024193548387095
Bergen,1,6.177284946236559
Bergen,2,6.665773809523809
Bergen,3,6.882258064516129
Bergen,4,8.844027777777777
Bergen,5,12.789112903225806
Bergen,6,15.704722222222221
Bergen,7,17.736155913978497
Bergen,8,19.387096774193548
Bergen,9,15.29347222222222
Bergen,10,13.891532258064515
Bergen,11,9.326805555555556
Bergen,12,4.442338709677419
Bergen op Zoom,1,4.85241935483871
Bergen op Zoom,2,6.642708333333333
Bergen op Zoom,3,7.616666666666667
Bergen op Zoom,4,9.808472222222223
Bergen op Zoom,5,14.579301075268818
Bergen op Zoom,6,17.252222222222223
Bergen op Zoom,7,19.058870967741935
Bergen op Zoom,8,20.728763440860217
Bergen op Zoom,9,15.305277777777777
Bergen op Zoom,10,13.969220430107528
Bergen op Zoom,11,9.045277777777779
Bergen op Zoom,12,3.968548387096774
Bergschenhoek,1,5.389381720430107
Bergschenhoek,2,6.669494047619047
Bergschenhoek,3,7.239650537634409
Bergschenhoek,4,9.288194444444445
Bergschenhoek,5,13.610483870967743
Bergschenhoek,6,16.545277777777777
Bergschenhoek,7,18.42432795698925
Bergschenhoek,8,19.879032258064516
Bergschenhoek,9,15.027916666666668
Bergschenhoek,10,13.581048387096773
Bergschenhoek,11,8.679583333333333
Bergschenhoek,12,3.7870967741935484
Berkel en Rodenrijs,1,5.389381720430107
Berkel en Rodenrijs,2,6.669494047619047
Berkel en Rodenrijs,3,7.239650537634409
Berkel en Rodenrijs,4,9.288194444444445
Berkel en Rodenrijs,5,13.610483870967743
Berkel en Rodenrijs,6,16.545277777777777
Berkel en Rodenrijs,7,18.42432795698925
Berkel en Rodenrijs,8,19.879032258064516
Berkel en Rodenrijs,9,15.027916666666668
Berkel en Rodenrijs,10,13.581048387096773
Berkel en Rodenrijs,11,8.679583333333333
Berkel en Rodenrijs,12,3.7870967741935484
Bern,1,0.9577956989247313
Bern,2,3.4282738095238097
Bern,3,5.71760752688172
Bern,4,8.198472222222222
Bern,5,15.468951612903226
Bern,6,19.122083333333332
Bern,7,21.050806451612903
Bern,8,20.065456989247313
Bern,9,13.977638888888889
Bern,10,13.348118279569892
Bern,11,6.471666666666668
Bern,12,1.6548387096774193
Best,1,4.280645161290323
Best,2,6.208630952380952
Best,3,7.227284946236559
Best,4,9.569861111111111
Best,5,15.140591397849462
Best,6,17.61861111111111
Best,7,19.156854838709677
Best,8,20.94543010752688
Best,9,14.979166666666666
Best,10,13.740456989247312
Best,11,8.899444444444445
Best,12,3.8564516129032254
Beuningen,1,4.558467741935484
Beuningen,2,6.2370535714285715
Beuningen,3,7.039112903225807
Beuningen,4,9.206527777777778
Beuningen,5,14.628494623655914
Beuningen,6,17.256805555555555
Beuningen,7,18.664381720430107
Beuningen,8,20.556586021505378
Beuningen,9,14.958472222222223
Beuningen,10,13.54986559139785
Beuningen,11,8.760694444444445
Beuningen,12,3.839516129032258
Beverwijk,1,6.037768817204301
Beverwijk,2,6.663244047619047
Beverwijk,3,7.008198924731183
Beverwijk,4,8.999722222222223
Beverwijk,5,12.9375
Beverwijk,6,15.913472222222223
Beverwijk,7,17.913306451612904
Beverwijk,8,19.58965053763441
Beverwijk,9,15.264027777777779
Beverwijk,10,13.807795698924732
Beverwijk,11,9.111944444444445
Beverwijk,12,4.285887096774193
Biel/Bienne,1,1.896505376344086
Biel/Bienne,2,4.359672619047619
Biel/Bienne,3,7.336155913978495
Biel/Bienne,4,9.408888888888889
Biel/Bienne,5,16.323252688172044
Biel/Bienne,6,20.310277777777777
Biel/Bienne,7,22.159408602150535
Biel/Bienne,8,21.35443548387097
Biel/Bienne,9,14.917916666666667
Biel/Bienne,10,14.393145161290322
Biel/Bienne,11,7.403194444444445
Biel/Bienne,12,2.9544354838709674
Bodegraven,1,5.253763440860215
Bodegraven,2,6.5773809523809526
Bodegraven,3,7.147983870967742
Bodegraven,4,9.146805555555556
Bodegraven,5,13.674731182795698
Bodegraven,6,16.522222222222222
Bodegraven,7,18.2119623655914
Bodegraven,8,19.65470430107527
Bodegraven,9,14.900416666666665
Bodegraven,10,13.501344086021506
Bodegraven,11,8.59125
Bodegraven,12,3.7783602150537634
Borne,1,4.436693548387097
Borne,2,5.888244047619048
Borne,3,6.527688172043011
Borne,4,8.76375
Borne,5,14.526747311827956
Borne,6,17.09722222222222
Borne,7,18.540860215053762
Borne,8,20.288306451612904
Borne,9,14.54486111111111
Borne,10,13.298655913978495
Borne,11,8.27513888888889
Borne,12,3.5603494623655916
Borssele,1,5.02244623655914
Borssele,2,6.823511904761904
Borssele,3,7.824059139784946
Borssele,4,9.991527777777778
Borssele,5,14.30483870967742
Borssele,6,17.008472222222224
Borssele,7,19.238037634408602
Borssele,8,20.748521505376342
Borssele,9,15.353194444444444
Borssele,10,13.881182795698924
Borssele,11,8.968055555555555
Borssele,12,4.010349462365591
Boskoop,1,5.394623655913978
Boskoop,2,6.654761904761905
Boskoop,3,7.221639784946236
Boskoop,4,9.173194444444444
Boskoop,5,13.580376344086021
Boskoop,6,16.464305555555555
Boskoop,7,18.186155913978496
Boskoop,8,19.63077956989247
Boskoop,9,14.974444444444446
Boskoop,10,13.581048387096773
Boskoop,11,8.656944444444445
Boskoop,12,3.8310483870967746
Boxtel,1,4.37997311827957
Boxtel,2,6.247916666666667
Boxtel,3,7.156989247311828
Boxtel,4,9.556805555555554
Boxtel,5,15.12486559139785
Boxtel,6,17.611250000000002
Boxtel,7,19.096639784946237
Boxtel,8,20.91505376344086
Boxtel,9,15.008888888888889
Boxtel,10,13.687231182795697
Boxtel,11,8.868333333333332
Boxtel,12,3.8736559139784945
Breda,1,4.603494623655914
Breda,2,6.4453869047619055
Breda,3,7.478091397849462
Breda,4,9.724722222222223
Breda,5,14.636155913978493
Breda,6,17.238888888888887
Breda,7,18.97083333333333
Breda,8,20.77728494623656
Breda,9,15.067916666666665
Breda,10,13.734139784946237
Breda,11,8.832361111111112
Breda,12,3.758198924731183
Brummen,1,4.604301075268817
Brummen,2,6.147172619047619
Brummen,3,6.492876344086021
Brummen,4,8.92388888888889
Brummen,5,14.405510752688173
Brummen,6,17.158055555555556
Brummen,7,18.764112903225808
Brummen,8,20.54825268817204
Brummen,9,14.881944444444445
Brummen,10,13.34475806451613
Brummen,11,8.49
Brummen,12,3.7748655913978495
Brunssum,1,3.720967741935484
Brunssum,2,5.926636904761905
Brunssum,3,7.249731182795699
Brunssum,4,9.398055555555556
Brunssum,5,15.438844086021506
Brunssum,6,17.77625
Brunssum,7,19.397849462365592
Brunssum,8,21.101478494623656
Brunssum,9,14.963888888888889
Brunssum,10,14.355510752688172
Brunssum,11,9.11
Brunssum,12,3.8071236559139785
Bulle,1,0.3760752688172043
Bulle,2,2.6370535714285714
Bulle,3,5.586962365591398
Bulle,4,7.2925
Bulle,5,14.413440860215054
Bulle,6,18.142777777777777
Bulle,7,19.799059139784948
Bulle,8,19.078629032258064
Bulle,9,12.994305555555554
Bulle,10,13.238440860215054
Bulle,11,6.125972222222222
Bulle,12,2.3946236559139784
Burgdorf,1,0.7629032258064516
Burgdorf,2,3.292708333333333
Burgdorf,3,5.640725806451613
Burgdorf,4,8.284722222222221
Burgdorf,5,15.373118279569892
Burgdorf,6,19.19013888888889
Burgdorf,7,21.243951612903224
Burgdorf,8,20.073252688172044
Burgdorf,9,13.986944444444445
Burgdorf,10,13.196639784946235
Burgdorf,11,6.3775
Burgdorf,12,1.7301075268817205
Bussum,1,5.145833333333333
Bussum,2,6.50625
Bussum,3,7.03736559139785
Bussum,4,9.2425
Bussum,5,13.710349462365592
Bussum,6,16.525833333333335
Bussum,7,18.289381720430107
Bussum,8,19.981720430107526
Bussum,9,14.936805555555555
Bussum,10,13.39233870967742
Bussum,11,8.513472222222221
Bussum,12,3.7336021505376347
Capelle aan den IJssel,1,5.147311827956989
Capelle aan den IJssel,2,6.5806547619047615
Capelle aan den IJssel,3,7.277150537634409
Capelle aan den IJssel,4,9.306111111111111
Capelle aan den IJssel,5,13.911693548387095
Capelle aan den IJssel,6,16.707083333333333
Capelle aan den IJssel,7,18.52069892473118
Capelle aan den IJssel,8,20.021505376344088
Capelle aan den IJssel,9,15.087777777777779
Capelle aan den IJssel,10,13.603629032258064
Capelle aan den IJssel,11,8.717500000000001
Capelle aan den IJssel,12,3.823790322580645
Carouge,1,2.400268817204301
Carouge,2,4.630208333333333
Carouge,3,7.809677419354839
Carouge,4,9.985972222222221
Carouge,5,17.38978494623656
Carouge,6,20.95486111111111
Carouge,7,23.781182795698925
Carouge,8,23.121639784946236
Carouge,9,16.220833333333335
Carouge,10,15.24489247311828
Carouge,11,8.238194444444444
Carouge,12,4.306854838709677
Castricum,1,6.153225806451613
Castricum,2,6.701339285714286
Castricum,3,7.0
Castricum,4,8.975277777777778
Castricum,5,12.860618279569891
Castricum,6,15.843055555555555
Castricum,7,17.872043010752687
Castricum,8,19.573924731182796
Castricum,9,15.36263888888889
Castricum,10,13.893413978494625
Castricum,11,9.270416666666666
Castricum,12,4.432123655913978
Cham,1,1.1939516129032257
Cham,2,4.020982142857143
Cham,3,6.065994623655914
Cham,4,8.907777777777778
Cham,5,15.801478494623655
Cham,6,19.625972222222224
Cham,7,21.29825268817204
Cham,8,20.58266129032258
Cham,9,14.799444444444445
Cham,10,13.920967741935485
Cham,11,7.327916666666667
Cham,12,2.091666666666667
Chur,1,2.57002688172043
Chur,2,2.2645833333333334
Chur,3,5.756989247311828
Chur,4,9.29875
Chur,5,15.864381720430108
Chur,6,20.180833333333336
Chur,7,21.456451612903226
Chur,8,20.54045698924731
Chur,9,14.448194444444445
Chur,10,14.434274193548388
Chur,11,7.558333333333334
Chur,12,3.9258064516129036
Cranendonck,1,4.103225806451613
Cranendonck,2,6.248660714285715
Cranendonck,3,7.387768817204301
Cranendonck,4,9.640416666666667
Cranendonck,5,15.293682795698924
Cranendonck,6,17.88125
Cranendonck,7,19.36962365591398
Cranendonck,8,20.99838709677419
Cranendonck,9,14.996805555555557
Cranendonck,10,13.997983870967742
Cranendonck,11,9.042777777777777
Cranendonck,12,3.9076612903225807
Culemborg,1,4.842876344086021
Culemborg,2,6.373214285714286
Culemborg,3,7.007795698924731
Culemborg,4,9.185416666666667
Culemborg,5,14.178360215053765
Culemborg,6,16.9025
Culemborg,7,18.41532258064516
Culemborg,8,20.214112903225807
Culemborg,9,14.945833333333333
Culemborg,10,13.445967741935483
Culemborg,11,8.588472222222222
Culemborg,12,3.7525537634408606
Dalfsen,1,4.8043010752688176
Dalfsen,2,6.098065476190476
Dalfsen,3,6.227284946236559
Dalfsen,4,8.73986111111111
Dalfsen,5,13.99516129032258
Dalfsen,6,16.685277777777777
Dalfsen,7,18.51854838709677
Dalfsen,8,20.281048387096774
Dalfsen,9,14.623333333333333
Dalfsen,10,13.106182795698924
Dalfsen,11,8.212361111111111
Dalfsen,12,3.609811827956989
De Meern,1,5.099596774193548
De Meern,2,6.517113095238095
De Meern,3,7.024731182795699
De Meern,4,9.146388888888888
De Meern,5,13.789650537634408
De Meern,6,16.61263888888889
De Meern,7,18.23037634408602
De Meern,8,19.80524193548387
De Meern,9,14.865416666666667
De Meern,10,13.403494623655915
De Meern,11,8.545416666666666
De Meern,12,3.7079301075268813
Delft,1,5.603763440860215
Delft,2,6.725297619047619
Delft,3,7.28010752688172
Delft,4,9.408055555555556
Delft,5,13.541532258064516
Delft,6,16.485
Delft,7,18.458467741935486
Delft,8,19.914516129032258
Delft,9,15.11361111111111
Delft,10,13.699059139784946
Delft,11,8.838611111111112
Delft,12,3.893010752688172
Delfzijl,1,5.183467741935484
Delfzijl,2,5.877976190476191
Delfzijl,3,5.958870967741935
Delfzijl,4,8.318333333333333
Delfzijl,5,12.921908602150538
Delfzijl,6,15.84361111111111
Delfzijl,7,17.681182795698923
Delfzijl,8,19.640994623655914
Delfzijl,9,14.790972222222223
Delfzijl,10,13.068010752688172
Delfzijl,11,7.9511111111111115
Delfzijl,12,3.5153225806451616
Den Helder,1,6.501612903225806
Den Helder,2,6.706101190476191
Den Helder,3,6.734408602150537
Den Helder,4,8.750972222222222
Den Helder,5,12.548387096774194
Den Helder,6,15.529861111111112
Den Helder,7,17.614381720430107
Den Helder,8,19.511424731182796
Den Helder,9,16.055694444444445
Den Helder,10,14.408333333333333
Den Helder,11,10.187083333333334
Den Helder,12,5.359677419354838
Deventer,1,4.749059139784946
Deventer,2,6.1776785714285705
Deventer,3,6.377956989247312
Deventer,4,8.820833333333333
Deventer,5,14.072715053763442
Deventer,6,16.848194444444445
Deventer,7,18.56787634408602
Deventer,8,20.396908602150535
Deventer,9,14.711666666666666
Deventer,10,13.25241935483871
Deventer,11,8.382083333333334
Deventer,12,3.7541666666666664
Diemen,1,5.28736559139785
Diemen,2,6.512648809523809
Diemen,3,6.988709677419355
Diemen,4,9.164166666666667
Diemen,5,13.473790322580646
Diemen,6,16.325555555555557
Diemen,7,18.156989247311827
Diemen,8,19.794892473118278
Diemen,9,14.862222222222222
Diemen,10,13.359408602150538
Diemen,11,8.545416666666666
Diemen,12,3.79247311827957
Dietikon,1,1.3048387096774192
Dietikon,2,4.078273809523809
Dietikon,3,6.150672043010753
Dietikon,4,9.112777777777778
Dietikon,5,16.112903225806452
Dietikon,6,19.829722222222223
Dietikon,7,21.34529569892473
Dietikon,8,20.931048387096777
Dietikon,9,14.548055555555557
Dietikon,10,13.655376344086022
Dietikon,11,7.059861111111112
Dietikon,12,2.356451612903226
Doetinchem,1,4.468010752688172
Doetinchem,2,6.070982142857143
Doetinchem,3,6.547311827956989
Doetinchem,4,8.922638888888889
Doetinchem,5,14.56747311827957
Doetinchem,6,17.285694444444445
Doetinchem,7,18.888306451612902
Doetinchem,8,20.6997311827957
Doetinchem,9,14.830694444444445
Doetinchem,10,13.357795698924733
Doetinchem,11,8.503472222222221
Doetinchem,12,3.75
Dongen,1,4.713172043010752
Dongen,2,6.489583333333333
Dongen,3,7.46263440860215
Dongen,4,9.641111111111112
Dongen,5,14.663440860215054
Dongen,6,17.250555555555554
Dongen,7,18.81989247311828
Dongen,8,20.598655913978494
Dongen,9,15.11125
Dongen,10,13.815591397849461
Dongen,11,8.913333333333334
Dongen,12,3.8688172043010756
Dordrecht,1,5.0337365591397845
Dordrecht,2,6.607440476190476
Dordrecht,3,7.452284946236559
Dordrecht,4,9.561250000000001
Dordrecht,5,14.299059139784946
Dordrecht,6,17.045277777777777
Dordrecht,7,18.818548387096776
Dordrecht,8,20.35967741935484
Dordrecht,9,15.141944444444446
Dordrecht,10,13.707795698924732
Dordrecht,11,8.85763888888889
Dordrecht,12,3.8663978494623654
Drachten,1,5.191397849462366
Drachten,2,5.990327380952381
Drachten,3,6.095833333333333
Drachten,4,8.383750000000001
Drachten,5,13.06747311827957
Drachten,6,15.805555555555555
Drachten,7,17.891801075268816
Drachten,8,19.708467741935486
Drachten,9,14.634722222222223
Drachten,10,12.990994623655913
Drachten,11,8.095972222222223
Drachten,12,3.499462365591398
Driebergen-Rijsenburg,1,4.88239247311828
Driebergen-Rijsenburg,2,6.338095238095238
Driebergen-Rijsenburg,3,6.948118279569892
Driebergen-Rijsenburg,4,9.13263888888889
Driebergen-Rijsenburg,5,14.009139784946235
Driebergen-Rijsenburg,6,16.767083333333332
Driebergen-Rijsenburg,7,18.33978494623656
Driebergen-Rijsenburg,8,20.118951612903224
Driebergen-Rijsenburg,9,14.89236111111111
Driebergen-Rijsenburg,10,13.42997311827957
Driebergen-Rijsenburg,11,8.568055555555556
Driebergen-Rijsenburg,12,3.7364247311827956
Dronten,1,5.213037634408602
Dronten,2,6.449255952380952
Dronten,3,6.543010752688172
Dronten,4,8.943888888888889
Dronten,5,13.697715053763442
Dronten,6,16.452916666666667
Dronten,7,18.403225806451612
Dronten,8,20.141532258064515
Dronten,9,14.926527777777778
Dronten,10,13.36021505376344
Dronten,11,8.45625
Dronten,12,3.7646505376344086
Duiven,1,4.566532258064516
Duiven,2,6.226041666666666
Duiven,3,6.919489247311828
Duiven,4,9.135694444444445
Duiven,5,14.552284946236558
Duiven,6,17.25513888888889
Duiven,7,18.76048387096774
Duiven,8,20.5997311827957
Duiven,9,14.9725
